Case_ID,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Texture,Pollution_Severity,Pollutant_Concentration_mg in kg,"Pollutant Concentration, Text-type"
CASE_102279,6.73,23.1,86.7,181.3,Loamy,Low,194.59,High
CASE_102280,7.9,39.5,58.4,315.8,Sandy,Low,188.54,High
CASE_102281,8.44,20.2,79.6,196.2,Loamy,Medium,116.78,High
CASE_102282,5.17,32.1,26.4,378.7,Silty,High,153.79,High
CASE_102283,5.02,43.1,73.4,296.7,Sandy,High,49.16,Low
CASE_102284,4.94,29.6,38.5,390.9,Clay,Low,97.57,Medium
CASE_102285,5.11,37.5,29.2,75.7,Loamy,Low,85.53,Medium
CASE_102286,7.65,21,26.4,185.8,Sandy,Medium,113.59,High
CASE_102287,5.38,43.2,91.6,396.2,Silty,Medium,48.22,Low
CASE_102288,5.35,21.9,43.9,382.6,Sandy,Medium,41.7,Low
CASE_102289,5.24,41.8,82.1,65.5,Silty,Medium,146.18,High
CASE_102290,4.82,33,69,38,Silty,Medium,58.09,Medium
CASE_102291,7.21,35.6,36,31.5,Silty,High,198.6,High
CASE_102292,5.44,16.7,63.1,131.2,Loamy,High,53.54,Medium
CASE_102293,6.36,10.5,56.1,22.3,Sandy,Medium,40.87,Low
CASE_102294,6.46,13,64.4,303.5,Silty,High,159.17,High
CASE_102295,7.76,36.9,80.2,351.7,Silty,High,115.8,High
CASE_102296,6.78,37.7,72.3,398.2,Sandy,High,84.08,Medium
CASE_102297,5.62,19.2,36.7,283.6,Silty,High,74.25,Medium
CASE_102298,7.27,18.8,39,251.5,Clay,High,149.61,High
CASE_102299,7.91,43.8,63.6,363.5,Silty,Low,175.91,High
CASE_102300,4.55,43.8,55.5,319.3,Silty,Medium,179.46,High
CASE_102301,5.59,20.2,29.2,322.3,Loamy,Low,82.21,Medium
CASE_102302,5.2,30.6,39.1,103.6,Silty,Medium,65.94,Medium
CASE_102303,4.99,16.1,38.5,389.5,Silty,Medium,132.27,High
CASE_102304,5.47,27.2,25.6,13.9,Sandy,Low,121.8,High
CASE_102305,5.05,34.1,94.5,158.3,Loamy,Low,82.74,Medium
CASE_102306,7.83,26.2,75.3,51.3,Sandy,Low,192.78,High
CASE_102307,5.14,24.9,29.8,279.6,Silty,Medium,59.42,Medium
CASE_102308,5.09,14.9,63.8,394,Clay,High,108.57,High
CASE_102309,7.98,12.5,85.7,209.7,Sandy,High,60.72,Medium
CASE_102310,5.69,20.7,86.4,289.5,Loamy,Low,65.39,Medium
CASE_102311,5.53,31.6,54.5,313,Clay,Low,160.76,High
CASE_102312,8.03,24.1,25,206.4,Clay,Low,130.42,High
CASE_102313,8.3,27,55,261.8,Silty,Medium,136.08,High
CASE_102314,8.18,33.4,21,81.9,Silty,High,54.43,Medium
CASE_102315,7.86,20.2,89.8,221.2,Sandy,Low,154.06,High
CASE_102316,4.99,43.7,29.2,102,Sandy,Low,121.36,High
CASE_102317,7.85,28.1,48.3,368.7,Clay,Low,125.63,High
CASE_102318,5.42,39.7,30.4,232.1,Loamy,Medium,171.95,High
CASE_102319,7.49,38.2,75.2,370.1,Clay,High,97.34,Medium
CASE_102320,4.69,18.6,30.7,223.2,Sandy,Medium,38.76,Low
CASE_102321,4.64,39.1,64.4,143.2,Sandy,Medium,12.59,Low
CASE_102322,8.42,31.6,33.8,271.6,Silty,High,18.69,Low
CASE_102323,7.95,15.3,40.9,37.4,Clay,High,88.72,Medium
CASE_102324,8.17,12.7,52.1,213,Sandy,Low,51.55,Medium
CASE_102325,7.51,44,79,385.3,Silty,High,199.55,High
CASE_102326,6.11,32.6,46.3,109.4,Loamy,Medium,20.55,Low
CASE_102327,4.64,36.9,74.2,385.6,Clay,High,187.03,High
CASE_102328,6.58,17.1,60.9,306.1,Clay,Medium,153.64,High
CASE_102329,5.28,31,44.9,3.7,Sandy,Medium,158.99,High
CASE_102330,7.87,19,41.4,384,Sandy,High,27.08,Low
CASE_102331,5.64,14.2,27.7,31,Loamy,High,6.87,Low
CASE_102332,5.94,40.2,51.8,366.3,Loamy,Low,41.92,Low
CASE_102333,7.5,12.6,26.7,260.8,Silty,Low,82.77,Medium
CASE_102334,8.17,23.6,64.7,200.3,Sandy,Low,159.13,High
CASE_102335,8.15,18.9,77.9,106.2,Clay,High,167.06,High
CASE_102336,4.58,43.8,31.2,327.8,Clay,High,189.13,High
CASE_102337,5.37,30.5,46.1,263,Sandy,High,73.39,Medium
CASE_102338,4.9,24.7,81.1,355.3,Silty,High,17.55,Low
CASE_102339,7.57,20.1,50.7,209.6,Clay,High,117,High
CASE_102340,5.11,31.9,25.5,75.9,Silty,High,10.07,Low
CASE_102341,5.27,41.9,21.4,261.4,Sandy,Low,20.18,Low
CASE_102342,6.85,17.8,83.5,196.8,Loamy,Low,136.17,High
CASE_102343,8.44,37,92.4,205.7,Sandy,Medium,84.17,Medium
CASE_102344,8.02,43.7,44.3,319.5,Clay,Medium,152.31,High
CASE_102345,5.22,22.2,89.9,58.4,Clay,Low,111.39,High
CASE_102346,4.98,21.4,62.2,74.9,Sandy,Low,120.63,High
CASE_102347,5.36,16.5,54.1,299.1,Silty,Low,194.57,High
CASE_102348,6.66,43.5,49.3,168.1,Loamy,Medium,8.88,Low
CASE_102349,7.38,29.7,93.1,275.5,Loamy,Medium,140.45,High
CASE_102350,7.44,20.2,42.8,313.2,Loamy,Medium,141.38,High
CASE_102351,5.5,38.6,28.3,331.8,Clay,High,114.74,High
CASE_102352,6.67,19.9,44.3,140.6,Loamy,Low,41.45,Low
CASE_102353,4.63,33.2,47.8,258.4,Silty,High,197.26,High
CASE_102354,7.42,34.2,28.5,262.8,Sandy,Medium,136.38,High
CASE_102355,6.16,25.2,55,281.9,Loamy,Medium,10.62,Low
CASE_102356,4.74,34,62.6,139.8,Sandy,Low,66.48,Medium
CASE_102357,6.38,27.9,67.7,264,Silty,High,109.78,High
CASE_102358,5.13,32.4,85.5,163.8,Clay,Low,32.44,Low
CASE_102359,7.83,40.8,65.5,344.3,Silty,Medium,152.54,High
CASE_102360,4.87,34.9,25.2,198.5,Clay,High,25.91,Low
CASE_102361,7.98,16,46.4,309.7,Silty,High,65.59,Medium
CASE_102362,7.77,42.6,85.7,127.8,Clay,High,136.23,High
CASE_102363,5.53,13.3,43.6,350.1,Loamy,High,20.07,Low
CASE_102364,6.23,26.1,92.7,118.5,Silty,High,114.57,High
CASE_102365,4.74,27.1,81,39.5,Silty,Medium,86.91,Medium
CASE_102366,7.56,35.3,62.4,187.3,Loamy,Medium,34.96,Low
CASE_102367,7.75,38.5,68.2,183.2,Sandy,Low,154.51,High
CASE_102368,4.6,11.8,91.9,110.9,Clay,Low,185.57,High
CASE_102369,4.98,12.8,31.7,100,Silty,Low,80.82,Medium
CASE_102370,8.45,25.5,58.9,208.7,Silty,Medium,141.79,High
CASE_102371,4.54,10.1,27.3,40.6,Silty,Low,105.96,High
CASE_102372,8.08,42.5,93.2,375.6,Clay,Low,44.96,Low
CASE_102373,5.2,38.2,86.6,340.5,Clay,High,104.41,High
CASE_102374,4.89,11.4,76.5,170.1,Loamy,Low,152.94,High
CASE_102375,7.92,26.8,82,326.9,Silty,Medium,23.96,Low
CASE_102376,8.3,15.3,26.1,172.6,Silty,Low,63.08,Medium
CASE_102377,7.82,35.5,35.7,379.6,Silty,Low,97.32,Medium
CASE_102378,5.72,27.5,51.7,68.7,Sandy,High,180.16,High
CASE_102379,5.32,16.5,56.7,319.2,Loamy,High,42.62,Low
CASE_102380,7.05,34.1,70.1,179.8,Clay,Low,179.18,High
CASE_102381,7.94,37.2,38.4,307.2,Sandy,Low,18.59,Low
CASE_102382,4.76,37.3,76.7,325.5,Silty,Low,47.36,Low
CASE_102383,7.32,15.4,68.7,33.6,Sandy,Medium,102.74,High
CASE_102384,7.11,15.1,33.9,81.8,Sandy,Medium,97.78,Medium
CASE_102385,6.08,32.9,52.9,310.4,Silty,Medium,49.18,Low
CASE_102386,4.7,40.7,26,59.3,Sandy,Medium,29.67,Low
CASE_102387,6.83,44.5,86.5,164.3,Loamy,Medium,127.53,High
CASE_102388,5.11,14.8,29.9,45.6,Clay,High,62.89,Medium
CASE_102389,8.35,30.2,94.1,149,Silty,Low,64.8,Medium
CASE_102390,5.23,15,90.9,394.7,Clay,Low,68.29,Medium
CASE_102391,6.19,16.5,47.3,51.6,Silty,High,34.32,Low
CASE_102392,5.91,13.3,52.1,393.3,Loamy,High,57.98,Medium
CASE_102393,7.87,43.3,79.3,263.8,Sandy,High,175.9,High
CASE_102394,6.35,44.6,77.7,384.8,Clay,Low,19.75,Low
CASE_102395,7.33,36.6,59.2,369.7,Sandy,Medium,175.6,High
CASE_102396,7.19,20.7,22.7,374.3,Silty,High,169.56,High
CASE_102397,5.1,39,82.7,325.8,Sandy,High,63.14,Medium
CASE_102398,5.72,10.3,82.5,35,Sandy,Medium,76.37,Medium
CASE_102399,6.61,42.4,22.4,309.4,Silty,Medium,103.29,High
CASE_102400,6.22,12.2,79.2,211.8,Sandy,High,12.44,Low
CASE_102401,6.95,38.2,52.8,221.8,Clay,Low,12.9,Low
CASE_102402,5.4,31.5,67.1,293.6,Loamy,High,124.05,High
CASE_102403,5.29,43.3,60.4,268.8,Silty,Medium,194,High
CASE_102404,7.58,34.7,23,218.6,Silty,Medium,79.21,Medium
CASE_102405,8.09,10.7,84.4,367.8,Sandy,High,199.19,High
CASE_102406,6.27,32.9,45.5,129,Silty,Low,145.3,High
CASE_102407,7.82,22.2,50,357.6,Sandy,Low,33.39,Low
CASE_102408,8.33,41,32.7,189.3,Silty,Low,111.13,High
CASE_102409,5.99,16.8,28.6,296.1,Sandy,Low,77.61,Medium
CASE_102410,7.59,18.5,23,394.2,Clay,High,193.96,High
CASE_102411,8.12,30.5,36.1,355.6,Clay,Low,65.83,Medium
CASE_102412,7.95,23.7,59.3,365.9,Clay,Low,21.9,Low
CASE_102413,5.35,12.8,62.1,5.4,Sandy,Medium,56.12,Medium
CASE_102414,6.12,11.4,82.6,83.9,Loamy,Low,19.31,Low
CASE_102415,7.49,17.7,25.4,286.3,Sandy,High,174.66,High
CASE_102416,6.28,22.1,53.8,299.4,Silty,High,154.39,High
CASE_102417,6.6,11.1,55.1,354.1,Sandy,Medium,14.7,Low
CASE_102418,7.02,42.7,76.8,41.4,Loamy,Low,186.83,High
CASE_102419,5.18,27.3,55.4,382.5,Loamy,Medium,81.86,Medium
CASE_102420,8.27,40.7,35.7,198.4,Loamy,Low,158.2,High
CASE_102421,5.94,38.9,53.9,209.5,Clay,High,82.97,Medium
CASE_102422,6.45,37.1,31.3,244.6,Loamy,Low,16.7,Low
CASE_102423,5.81,21.5,64.9,73.4,Silty,Low,174.14,High
CASE_102424,5.91,28.4,65,226.7,Sandy,Medium,86.24,Medium
CASE_102425,5.01,36.6,83.8,102.8,Silty,Low,65.01,Medium
CASE_102426,6.63,33.1,23.1,288.6,Loamy,High,102.22,High
CASE_102427,7.81,25.8,31.2,394,Sandy,Medium,96.32,Medium
CASE_102428,6.15,16.4,90.6,212.9,Clay,Low,155.41,High
CASE_102429,5.84,44.5,59.1,56.3,Loamy,Low,71.71,Medium
CASE_102430,4.67,26.2,51.4,311.7,Loamy,Medium,98.98,Medium
CASE_102431,5.22,30.7,26.7,293.5,Clay,High,196.6,High
CASE_102432,6.72,27,82.6,374.4,Silty,High,164.73,High
CASE_102433,8.46,15.5,39,35.6,Clay,Low,82.33,Medium
CASE_102434,7.91,37.3,67.3,205.6,Clay,Medium,154.75,High
CASE_102435,7.87,33.7,72.3,214.4,Clay,Medium,81.21,Medium
CASE_102436,6.02,37.2,57,355.7,Clay,Low,54.14,Medium
CASE_102437,8.05,26.3,58.7,133.1,Clay,Medium,77.02,Medium
CASE_102438,4.98,40.8,78.4,76.3,Loamy,Medium,132.91,High
CASE_102439,5.24,19.6,50.7,279.7,Clay,Medium,122.51,High
CASE_102440,7.57,36.5,66.3,314.8,Sandy,Low,108.79,High
CASE_102441,6.96,38.8,61,87.4,Sandy,Low,176.84,High
CASE_102442,7.29,26.7,82.7,271.2,Sandy,Low,77.37,Medium
CASE_102443,8.44,39.5,79.2,132.1,Loamy,Medium,47.35,Low
CASE_102444,6.65,15.1,61.5,259.5,Silty,High,31.74,Low
CASE_102445,8,13.8,79.4,68.3,Sandy,Low,102.22,High
CASE_102446,7.56,24.2,85.4,209.9,Loamy,Medium,41.19,Low
CASE_102447,4.94,37.6,32.6,138.2,Sandy,High,144.76,High
CASE_102448,5.99,39,34.3,322.9,Clay,Medium,191.08,High
CASE_102449,5.71,14.6,48.7,81.5,Loamy,Medium,42.58,Low
CASE_102450,4.55,28.9,63,365.7,Sandy,High,198.93,High
CASE_102451,6.39,19.4,24.2,163.5,Loamy,High,111.02,High
CASE_102452,5.73,28.7,30.1,373.1,Clay,High,112.35,High
CASE_102453,5.87,31.5,27.2,141.8,Clay,Low,42.05,Low
CASE_102454,7.91,30.3,59,372.3,Loamy,High,183.53,High
CASE_102455,5,15.6,70.8,216.6,Clay,Low,194.02,High
CASE_102456,8.05,40.4,46.8,356.4,Sandy,Medium,17.09,Low
CASE_102457,6.21,14,52.5,182.9,Loamy,High,162.15,High
CASE_102458,8.47,18.5,34.9,210.7,Silty,High,25.59,Low
CASE_102459,7.59,28.1,65.7,289.5,Clay,Low,90.77,Medium
CASE_102460,8.04,10.6,50.4,370.5,Silty,High,116.28,High
CASE_102461,8.43,17,24.9,343.8,Sandy,Low,94.45,Medium
CASE_102462,6.56,39.3,75.4,106.1,Silty,High,97.06,Medium
CASE_102463,7.94,41.4,91.7,351.8,Clay,Low,98.54,Medium
CASE_102464,7.6,35.9,60.4,34.9,Silty,Low,91.7,Medium
CASE_102465,5.95,32,70.5,84.3,Sandy,Low,93.84,Medium
CASE_102466,5.25,24.2,74.8,386.2,Clay,Low,61.54,Medium
CASE_102467,5.06,12.5,61.8,116.1,Clay,Medium,188.37,High
CASE_102468,8.38,18.9,56.4,200.5,Clay,Low,136.04,High
CASE_102469,6.27,25.6,47.2,6.8,Clay,Low,120.07,High
CASE_102470,4.51,20.8,40.9,157.4,Loamy,Medium,70.37,Medium
CASE_102471,7.27,32.1,80.3,180.8,Sandy,Medium,104,High
CASE_102472,6.21,34.6,52.6,167.1,Silty,Medium,163.03,High
CASE_102473,5.85,17.8,46.9,92.1,Loamy,Medium,39.09,Low
CASE_102474,7.65,22.8,94.2,237.5,Loamy,High,160.64,High
CASE_102475,7.42,36.2,34.7,187.3,Loamy,Medium,167.93,High
CASE_102476,7.23,30.6,83.2,113.8,Sandy,Low,103.29,High
CASE_102477,7.26,35.6,23.2,270.3,Silty,High,29.03,Low
CASE_102478,6.18,16.8,51.2,153.7,Sandy,Low,29.2,Low
CASE_102479,6.93,10.8,89.8,274.5,Silty,Medium,155.97,High
CASE_102480,5.3,30.3,55,167.9,Clay,Medium,164.67,High
CASE_102481,4.8,43.1,89,273.8,Loamy,Medium,90.29,Medium
CASE_102482,7.66,12.6,25.1,215,Clay,Low,23.11,Low
CASE_102483,6.19,14.8,32,30.8,Silty,High,6.51,Low
CASE_102484,7.74,25.8,58,13.1,Sandy,Medium,144.52,High
CASE_102485,6.68,35.9,65.4,156.9,Loamy,Medium,55.23,Medium
CASE_102486,5.96,35.8,58.5,295.5,Loamy,Medium,157.25,High
CASE_102487,6.64,27.9,39.9,374.3,Silty,High,184.6,High
CASE_102488,6.23,14.4,57.7,224.5,Sandy,Medium,29.88,Low
CASE_102489,8.27,37.1,82.9,146.7,Silty,Low,18.97,Low
CASE_102490,5.3,14.4,45.9,55,Silty,High,99.65,Medium
CASE_102491,6.26,25.8,42.5,228.5,Sandy,High,14.59,Low
CASE_102492,5.83,30.7,73.7,355.6,Silty,Medium,157.86,High
CASE_102493,6.05,27.6,77.7,351,Loamy,High,123.62,High
CASE_102494,7.6,25.1,44.9,164.5,Silty,High,80.05,Medium
CASE_102495,6.47,17.3,32.2,16.9,Clay,High,199.96,High
CASE_102496,5.32,34.3,75.6,103.6,Silty,Low,111.19,High
CASE_102497,6,36.6,54,317.3,Silty,Medium,198.14,High
CASE_102498,7.92,42.9,63.5,95,Clay,Medium,135.21,High
CASE_102499,7.1,16.2,23.8,273.2,Silty,Medium,152.87,High
CASE_102500,7.49,29.7,26.2,74.2,Clay,Medium,102.44,High
CASE_102501,6.76,27.6,35.2,27,Silty,High,55.28,Medium
CASE_102502,6.37,40.4,83.7,204.6,Loamy,Low,196.95,High
CASE_102503,7.25,19.5,82.4,33.5,Loamy,Low,42.59,Low
CASE_102504,8.02,20.6,69.1,195,Loamy,Low,24.49,Low
CASE_102505,8.29,11.4,88.9,243.6,Clay,Low,130.86,High
CASE_102506,6.39,40.4,51.1,213.9,Loamy,High,79.86,Medium
CASE_102507,7.07,35.1,63.7,57.3,Silty,Low,35.93,Low
CASE_102508,6.48,40.5,78.2,33.6,Clay,Low,74.24,Medium
CASE_102509,7.48,14.9,70.3,94.5,Sandy,Low,96.99,Medium
CASE_102510,5.11,13.2,38,40,Sandy,Medium,8.29,Low
CASE_102511,6.97,14.9,90.9,373.2,Loamy,Low,10.66,Low
CASE_102512,4.61,42.6,59.2,17.3,Sandy,Low,124.81,High
CASE_102513,6.07,33.4,55.2,153.5,Silty,Low,19.99,Low
CASE_102514,4.9,38.3,30.1,238.1,Clay,High,52.76,Medium
CASE_102515,7.06,26,50,237.1,Silty,Low,49.07,Low
CASE_102516,6.74,33.4,22,186.3,Loamy,Medium,64.18,Medium
CASE_102517,6.74,40.3,86.2,28,Sandy,High,41.35,Low
CASE_102518,5.09,36.8,75.8,361.3,Sandy,High,118.69,High
CASE_102519,7.81,33.5,87.1,22.9,Clay,Low,47.25,Low
CASE_102520,4.64,28,65.7,76.5,Silty,Low,115.96,High
CASE_102521,6.37,40,45.7,106.7,Silty,Medium,129.87,High
CASE_102522,4.62,37,28.3,11,Silty,Low,182.67,High
CASE_102523,7.78,34.9,93.6,284.6,Loamy,High,57.52,Medium
CASE_102524,8.5,34.9,77.1,375.3,Silty,Low,141.29,High
CASE_102525,7.9,43.4,35.8,201.6,Sandy,Low,142.43,High
CASE_102526,6.9,19,45,176.6,Clay,High,53.26,Medium
CASE_102527,6.47,20.5,31.9,18.9,Clay,Medium,92.63,Medium
CASE_102528,7.64,15.9,28.1,299.7,Silty,Medium,118.48,High
CASE_102529,7.36,21.4,41.7,209.5,Silty,Low,190.54,High
CASE_102530,5.2,37.1,58.5,4.2,Clay,Low,27.95,Low
CASE_102531,6.54,17.5,61.4,391.7,Silty,Low,87.62,Medium
CASE_102532,5.47,18.7,48.4,327.2,Sandy,High,60.36,Medium
CASE_102533,6.67,32.3,59.1,173.6,Loamy,Medium,44.43,Low
CASE_102534,6.1,37.8,77.3,53.6,Loamy,Medium,100.2,High
CASE_102535,6.64,40,24.4,210.6,Clay,Medium,182.09,High
CASE_102536,4.89,18.4,50.5,346.3,Sandy,High,172.84,High
CASE_102537,8.34,10.2,23.6,59,Clay,High,198.58,High
CASE_102538,8.07,16.5,66.5,366.9,Sandy,Medium,166.83,High
CASE_102539,6.33,23.2,63.3,175.5,Silty,Low,25.19,Low
CASE_102540,6.67,26.6,91.6,62.3,Clay,High,198.83,High
CASE_102541,5.54,38,40.4,13.3,Sandy,High,162.56,High
CASE_102542,7.53,32.4,89.3,313.2,Loamy,High,43.35,Low
CASE_102543,7.07,33.4,82.4,229.5,Loamy,Low,161.03,High
CASE_102544,5.69,16.4,66.2,93.5,Silty,High,129.15,High
CASE_102545,6.93,22.7,76.4,150.1,Clay,Medium,5.11,Low
CASE_102546,7.1,22.5,92.3,374.5,Clay,Medium,84.38,Medium
CASE_102547,6.3,28.8,75.7,278.5,Silty,Medium,184.46,High
CASE_102548,8.49,22.2,82.5,279.1,Clay,Medium,144.68,High
CASE_102549,7.64,41.5,36.4,250.2,Sandy,Low,68.54,Medium
CASE_102550,6.42,18,48.6,261.5,Loamy,High,197.96,High
CASE_102551,8.22,39.8,25.1,397.4,Loamy,High,122.7,High
CASE_102552,4.55,16,82.9,8.7,Clay,Low,36.64,Low
CASE_102553,6.84,37.4,76,20.2,Sandy,High,152.67,High
CASE_102554,6.71,32.6,32.6,390.5,Silty,High,49.27,Low
CASE_102555,8.25,30.5,72.4,210.1,Clay,High,16.24,Low
CASE_102556,5.57,26.4,25.7,282.4,Clay,Low,11.46,Low
CASE_102557,4.51,35.2,82.5,158,Silty,Medium,58.17,Medium
CASE_102558,6.99,10.4,56.6,257.7,Sandy,Medium,49.4,Low
CASE_102559,7.56,30.9,89.5,159.4,Sandy,Low,79.36,Medium
CASE_102560,4.7,14.8,26.2,337.2,Silty,Low,177.99,High
CASE_102561,6.31,10.1,50.1,74.7,Loamy,Medium,173.02,High
CASE_102562,6.45,11.4,69.2,336.8,Silty,Low,137.47,High
CASE_102563,5.3,41.1,44.2,5.4,Clay,High,166.84,High
CASE_102564,7.12,18.1,38.9,186.6,Silty,High,188.66,High
CASE_102565,7.8,20.2,80.6,368.1,Sandy,Low,34.17,Low
CASE_102566,7.71,28.5,71.3,249.1,Loamy,Medium,76.18,Medium
CASE_102567,5.28,42.6,38.8,293.6,Loamy,Medium,169.73,High
CASE_102568,5.74,36.2,61.8,353.2,Silty,High,66.97,Medium
CASE_102569,7.51,15.3,50,193.1,Silty,Medium,139.94,High
CASE_102570,7.25,17.6,73.2,374,Loamy,High,67.81,Medium
CASE_102571,4.78,40.3,41.4,246,Clay,High,124.23,High
CASE_102572,7.4,25.6,24.5,319,Loamy,Medium,121.12,High
CASE_102573,4.59,40.2,31.8,205.7,Silty,Low,141.63,High
CASE_102574,5.86,26.4,43.4,175.2,Clay,Low,94.22,Medium
CASE_102575,5.45,44.6,57.6,77.7,Loamy,High,115.41,High
CASE_102576,4.59,33.8,61.1,67.8,Silty,Low,173.95,High
CASE_102577,5.68,39,67.9,359.3,Clay,Low,76.93,Medium
CASE_102578,7.85,11.9,78.2,245.5,Clay,Low,149.46,High
CASE_102579,4.83,35.8,61,381.4,Sandy,High,104.17,High
CASE_102580,5.35,31.5,74.2,288.9,Silty,Low,123.18,High
CASE_102581,4.81,22,71.5,199.4,Silty,High,171.44,High
CASE_102582,6.13,23.7,80.7,163,Silty,High,112.78,High
CASE_102583,7.92,43.6,71.6,145.7,Loamy,Medium,16.32,Low
CASE_102584,7.88,36.8,48.4,191.5,Loamy,Medium,134.25,High
CASE_102585,7.61,41.3,74.3,186.1,Loamy,High,61.94,Medium
CASE_102586,6,26.2,65.7,2.6,Loamy,Medium,16.1,Low
CASE_102587,7.89,28.7,29.8,319,Loamy,Low,75.97,Medium
CASE_102588,6.56,13.1,69.2,364.5,Clay,High,107.85,High
CASE_102589,8.11,20,69,213.9,Sandy,Low,56.38,Medium
CASE_102590,5.7,11.7,75.8,298.4,Silty,Low,86.08,Medium
CASE_102591,5.47,10.8,80.7,196.5,Loamy,Medium,130.51,High
CASE_102592,4.75,22.2,80.4,367.5,Loamy,High,24.88,Low
CASE_102593,8.13,28.5,36.5,319.2,Silty,Medium,184.4,High
CASE_102594,5.43,28,44.1,61.7,Loamy,High,57.11,Medium
CASE_102595,6.78,40.7,34.7,66.8,Silty,Low,175.41,High
CASE_102596,7.14,37.8,76.3,376.9,Sandy,Low,95.35,Medium
CASE_102597,6.7,13.9,41.7,83.2,Clay,Medium,45.25,Low
CASE_102598,4.63,33,65.8,283.3,Sandy,High,26.69,Low
CASE_102599,5.66,14.5,83.2,298.8,Silty,Medium,27.29,Low
CASE_102600,8.37,30.8,80.1,105.8,Clay,Low,71.56,Medium
CASE_102601,7.24,33.8,61.4,225.4,Sandy,Medium,157.86,High
CASE_102602,5.91,40.5,43.2,218.5,Silty,High,57.65,Medium
CASE_102603,6.24,25,83.2,322.2,Sandy,High,199.99,High
CASE_102604,5.8,31.3,85.7,353.5,Silty,Medium,95.33,Medium
CASE_102605,6.36,44.2,70.8,162.9,Sandy,High,88.53,Medium
CASE_102606,4.88,39.2,76.4,184.2,Clay,Low,115.25,High
CASE_102607,5.65,18.7,90.4,323.7,Clay,High,179.98,High
CASE_102608,5.07,10.9,37.8,309.7,Silty,Low,43.06,Low
CASE_102609,5.51,23.8,93.7,97.9,Clay,Medium,147.18,High
CASE_102610,4.94,27.1,48.4,278,Silty,Medium,63.71,Medium
CASE_102611,4.63,31.7,24.2,246.5,Clay,Low,111.13,High
CASE_102612,7.78,41.9,81,122,Sandy,High,43.56,Low
CASE_102613,5.78,38.7,20.7,1.5,Sandy,Low,183.39,High
CASE_102614,7.66,42.6,28.8,92.8,Silty,Low,153.48,High
CASE_102615,7.23,28.6,26.2,114.1,Sandy,High,39.56,Low
CASE_102616,7.33,31.8,57.2,119.5,Silty,Low,171.21,High
CASE_102617,4.61,17.4,52.4,167.4,Sandy,High,84.77,Medium
CASE_102618,6.7,12.7,90.7,39.8,Clay,Low,119.87,High
CASE_102619,8.03,10.7,76.8,144.7,Silty,Medium,5.06,Low
CASE_102620,4.78,36.9,25.3,368.8,Sandy,High,83.34,Medium
CASE_102621,7.39,23.8,36.3,303.6,Sandy,Low,98.47,Medium
CASE_102622,6,27.7,47.2,102.8,Clay,Low,184.93,High
CASE_102623,6.21,24.1,73.4,367.1,Clay,High,71.23,Medium
CASE_102624,7.62,32.4,24.5,38.3,Silty,Medium,96.96,Medium
CASE_102625,7.8,21,48.8,363.8,Clay,Medium,94.08,Medium
CASE_102626,5.57,14.1,21.2,42.8,Sandy,Medium,134.68,High
CASE_102627,4.76,14.8,33.6,252.8,Loamy,High,112.6,High
CASE_102628,5.5,23,27.3,90.6,Silty,Medium,112.4,High
CASE_102629,7.09,42.1,68.2,13.3,Loamy,Medium,196.04,High
CASE_102630,7.23,18.8,49.4,258.4,Silty,Low,24.3,Low
CASE_102631,5.84,22,91.9,319.4,Silty,Medium,53.86,Medium
CASE_102632,7.74,15.5,35.8,146.4,Clay,Low,43.97,Low
CASE_102633,4.99,27.3,40.7,227.5,Silty,High,30.7,Low
CASE_102634,4.95,14.9,81.6,354.4,Clay,Medium,89.82,Medium
CASE_102635,4.71,31.3,73.7,149.1,Loamy,Medium,27.12,Low
CASE_102636,8.24,12.3,34.4,27.4,Sandy,Medium,144.03,High
CASE_102637,6.8,12.9,40.5,119.1,Clay,Medium,159.55,High
CASE_102638,4.79,35.6,42.4,180.9,Loamy,High,55.32,Medium
CASE_102639,6.76,41.6,57.2,376.6,Silty,High,161.5,High
CASE_102640,8.24,21.3,47.4,18.2,Silty,Medium,117.41,High
CASE_102641,7.59,15.2,53.3,70.7,Silty,Medium,145.78,High
CASE_102642,8.12,18.1,41.9,340.4,Loamy,High,35.8,Low
CASE_102643,6.48,13,93.9,235.2,Silty,High,9.68,Low
CASE_102644,4.81,38,89.4,349.8,Silty,High,114.92,High
CASE_102645,4.64,32.8,60.1,183.7,Loamy,Low,68.52,Medium
CASE_102646,4.54,12.6,36.8,13.3,Silty,Medium,37.74,Low
CASE_102647,5.22,36.3,35.3,275,Sandy,High,66.25,Medium
CASE_102648,8.24,11.3,57.5,341.8,Sandy,High,104.81,High
CASE_102649,6.09,33.8,86.8,16.4,Sandy,High,58.99,Medium
CASE_102650,5.43,19.3,36.6,78.3,Clay,Low,68.39,Medium
CASE_102651,5.08,17.2,38.5,373.2,Sandy,High,187.12,High
CASE_102652,4.92,39.3,50.6,105.1,Silty,High,158.99,High
CASE_102653,7.61,41.1,89.6,95.2,Loamy,High,165.33,High
CASE_102654,8.02,15.4,84.6,131.8,Sandy,High,7.85,Low
CASE_102655,5.81,41.1,21.9,162.5,Loamy,Medium,12.63,Low
CASE_102656,5.19,18.8,85.8,174.4,Silty,Medium,77.33,Medium
CASE_102657,5.07,19.1,61,95,Loamy,Medium,119.92,High
